web-scraper-order,web-scraper-start-url,subject,title,comment_number,description,pagination,pagination-href
"1541625110-1155","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Buffon razkril, kje je najbolj peklensko igrati","22","Legendarni italijanski vratar Gianluigi Buffon je francoskim novinarjem razkril tri evropske stadione, na katerih je na lastni koži izkusil najbolj peklensko atmosfero.","","https://www.nogomania.com/Novice.aspx?pid=61"
"1541625771-2469","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Olimpija s silovitih 7:1 v playoff za LE","13","Olimpija je na Finskem potrdila preboj v playoff kvalifikacij za ligo Europa. HJK je moral tudi v drugo priznati premoč ekipi iz Ljubljane, ki je napredovala s skupnim izidom 7:1. Zdaj jo čaka Spartak Trnava.","","https://www.nogomania.com/Novice.aspx?pid=176"
"1541626133-3264","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Video: Gol, ki je odločil v Stožicah","0","Oglejte si  zadetek reprezentanta Haitija Wildeja-Donalda Guerrierja, ki je Qarabagu prinesel zmago na gostovanju v Ljubljani in Olimpijo postavil v zelo neugoden položaj.","","https://www.nogomania.com/Novice.aspx?pid=245"
"1541625385-1665","https://www.nogomania.com/Novice.aspx","Evropske lige","Video: Lulić zgrešil nemogoče","0","Nogometaš rimskega Lazia Senad Lulić je ob zmagi z 2:1 na tekmi Evropske lige proti ciprskemu Appolonu zapravil veliko priložnost, ko se je zdelo, da je težje zgrešiti, kot zadeti.","","https://www.nogomania.com/Novice.aspx?pid=106"
"1541625766-2461","https://www.nogomania.com/Novice.aspx","Evropske lige","Gerrard: Maribor ni kazal nobenega spoštovanja","17","Trener Rangersa Steven Gerrard meni, da Maribor na obeh tekmah Maribor njegovim varovancem ni kazal nobenega spoštovanja, hkrati pa meni, da je v playoff napredovalo boljše moštvo.","","https://www.nogomania.com/Novice.aspx?pid=175"
"1541626329-3656","https://www.nogomania.com/Novice.aspx","Evropske lige","Nainggolan: Pri Romi nisem bil več pomemben","2","Novi zvezdnik Interja Radja Nainggolan je Romo ohranil v zelo lepem spominu, za Inter pa se je odločil predvsem zato, ker se je želel znova počutiti pomembnega.","","https://www.nogomania.com/Novice.aspx?pid=280"
"1541625744-2412","https://www.nogomania.com/Novice.aspx","Evropske lige","Ligue 1: Marseille nasedel pri novincu","4","Marseille je v prvem krogu zablestel z visoko  zmago, v drugem pa je hitro strmoglavil in sicer na gostovanju pri novincu med elito Nimesu. Dva novinca sezono začela  z dvema zmagama.","","https://www.nogomania.com/Novice.aspx?pid=171"
"1541626398-3800","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","SPINS: Alves, Ibričić ali Požeg Vancaš?","3","Sindikat profesionalnih igralcev SPINS je predstavil kandidate , med katerimi bo izbran najboljši posameznik sezone. Za igralca leta v 1. SNL kandidirajo Senijad Ibričić, Ricardo Alves in Rudi Požeg Vancaš.","","https://www.nogomania.com/Novice.aspx?pid=292"
"1541625080-1082","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Video: Kot da bi osvojili naslov svetovnih prvakov","2","Nogomet v svojem bistvu. To lahko rečemo za slavje nogometašev Gibraltarja, ki so proti Armeniji zabeležili prvo zmago v svoji zgodovini in jo slavili s solzami v očeh.","","https://www.nogomania.com/Novice.aspx?pid=54"
"1541624969-721","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Prve ocene Kronavetrove poškodbe so znane","2","Komaj pol ure igre je minilo, ko je Olimpija na derbiju ostala brez svojega najboljšega nogometaša. Rok Kronaveter je skoraj zabil gol, nato pa moral z igrišča.","","https://www.nogomania.com/Novice.aspx?pid=23"
"1541625564-2044","https://www.nogomania.com/Novice.aspx","Evropske lige","Ziyech igralec leta na Nizozemskem","1","Vezist Ajaxa iz Amsterdama in reprezentance Maroka Hakim Ziyech je bil prvič v svoji karieri izbran za najboljšega igralca sezone v nizozemskem prvenstvu.","","https://www.nogomania.com/Novice.aspx?pid=139"
"1541625345-1580","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Oblak je manjkal le zaradi poškodbe","5","Predsednik NZS Radenko Mijatović se je v Madridu sestal z Janom Oblakom, slednji pa je zatrdil, da je nedavne reprezentančne obveznosti izpustil zgolj zaradi poškodbe. Oblak želi biti del slovenske reprezentance.","","https://www.nogomania.com/Novice.aspx?pid=98"
"1541625539-1995","https://www.nogomania.com/Novice.aspx","Evropske lige","Zmagujejo, da imajo mir","11","Thomas Müller priznava, da so v Bayernu zmage nekaj samoumevnega in jih igralci ne slavijo evforično. Razkril je tudi zanimivo anekdoto iz časa, ko je v klub prišel Joshua Kimmich.","","https://www.nogomania.com/Novice.aspx?pid=134"
"1541626192-3380","https://www.nogomania.com/Novice.aspx","Evropske lige","Delnice Juventusa na borzi poskočile","2","Pri Juventusu so spisali posebno izjavo za javnost, vezano na dogajanje na borzi, kjer so zaradi govoric o prihodu Cristiana Ronalda poskočile klubske delnice.","","https://www.nogomania.com/Novice.aspx?pid=256"
"1541626218-3436","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=260"
"1541625569-2058","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Novaković: Selektor me je želel zraven","7","Drugi najboljši strelec v zgodovini slovenske reprezentance Milivoje Novaković je priznal, da se je na željo selektorja Tomaža Kavčiča aktivno vključil v delo s slovensko izbrano vrsto.","","https://www.nogomania.com/Novice.aspx?pid=140"
"1541625396-1688","https://www.nogomania.com/Novice.aspx","Evropske lige","Nacistični pozdrav? Lyon bo navijača odstranil","12","Pri Lyonu so se zelo hitro odzvali na fotografije, ki so po spletu zaokrožile sinoči in na katerih je navijač, ki uprizarja nacistični pozdrav. Klub bo navijača identificiral in odstranil.","","https://www.nogomania.com/Novice.aspx?pid=108"
"1541624966-709","https://www.nogomania.com/Novice.aspx","Evropske lige","Video: Izjemen udarec krškega Da Silve","0","Marco da Silva se je znova izkazal kot odličen izvajalec prostih strelov. Ta sicer manj znani nogometaš Krškega je pokončal Muro z izjemnim udarcem. Več v videu.","","https://www.nogomania.com/Novice.aspx?pid=22"
"1541624984-801","https://www.nogomania.com/Novice.aspx","Evropske lige","Simeone še nikoli tako ponižan","10","Atletico iz Madrida je v Dortmundu deloval v popolnem nasprotju s svojim slovesom, trener Madridčanov Diego Pablo Simeone pa je tako dočakal tekmo, ki bo v njegovi karieri izstopala po negativnem rekordu.","","https://www.nogomania.com/Novice.aspx?pid=30"
"1541626207-3406","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Qarabag kupil reprezentanta Bolgarije","2","Tekmec Olimpije v kvalifikacijah za uvrstitev v ligo prvakov Qarabag se pospešeno krepi. Po vratarju Hannesu Halldorssonu se je v Baku preselil še bolgarski reprezentant Simeon Slavčev.","","https://www.nogomania.com/Novice.aspx?pid=258"
"1541626079-3130","https://www.nogomania.com/Novice.aspx","Evropske lige","Ronaldo: Juventus je bila lahka odločitev","29","Cristiano Ronaldo je na tiskovni konferenci prvič spregovoril kot novi član Juventusa, kateremu je zelo hvaležen za ""čudovito priložnost"". Za selitev v Torino se ni odločil po finalni tekmi lige prvakov v Kijevu.","","https://www.nogomania.com/Novice.aspx?pid=234"
"1541626352-3722","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=285"
"1541626352-3714","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Maribor razbil še ruskega prvoligaša","2","Maribor je na četrti pripravljalni tekmi v Gornji Radgoni kar s 3:0 premagal Ural, ki je v minuli sezoni v ruskem prvenstvu zasedel 12. mesto. Vijioličasti v pripravljalnem obdobju kažejo izjemno formo.","","https://www.nogomania.com/Novice.aspx?pid=285"
"1541625610-2140","https://www.nogomania.com/Novice.aspx","Evropske lige","Promes podpisal za Sevillo","0","Sevilla je na zadnji dan prestopnega roka v Španiji opravila odmeven nakup in sicer je novi član andaluzijksega kluba postal dosedanji napadalec moskovskega Spartaka Quincy Promes.","","https://www.nogomania.com/Novice.aspx?pid=147"
"1541625260-1382","https://www.nogomania.com/Novice.aspx","Evropske lige","Primer Cristiana Ronaldo znova odprt","88","Policija v Las Vegasu je znova odprla primer domnevnega spolnega napada Cristiana Ronalda iz leta 2009. To so v ZDA storili na zahtevo domnevne žrtve in njenih odvetnikov. Portugalca obtožujejo posilstva.","","https://www.nogomania.com/Novice.aspx?pid=81"
"1541626398-3798","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Še ena presenetljiva okrepitev Olimpije?","54","Olimpija se zanima za 31-letnega srbskega desnega bočnega branilca Marka Putinčanina, ki je trenutno pod pogodbo pri Vojvodini. Z njim bo kot kaže zapolnila vrzel ob odhodu Mitcha Apaua.","","https://www.nogomania.com/Novice.aspx?pid=292"
"1541625704-2335","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Klopp udrihanje po Ozilu vidi kot hinavsko","17","Dogajanje okrog Mesuta Ozila se zdi Jurgenu Kloppu odvečno. Prepričan je, da je celotna debata okrog njegove pripadnosti Nemčiji hinavska.","","https://www.nogomania.com/Novice.aspx?pid=164"
"1541626158-3321","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Mendes bo iskal dogovor z Realom","16","Jorge Mendes bo danes urejal prestop Cristiana Ronalda v Juventus. Portugalec naj bi v Madrid že dostavil uradno ponudbo italijanskega prvaka.","","https://www.nogomania.com/Novice.aspx?pid=250"
"1541625349-1589","https://www.nogomania.com/Novice.aspx","Evropske lige","Stojković: Sram me je, da sem Srb","5","Na včerajšnjem večnem srbskem derbiju med Partizanom in Crveno Zvezdo je bilo vroče, nič manj vroče pa ni bilo po koncu tekme, ko je z izjavami prah dvigoval vratar domačih Vladimir Stojković.","","https://www.nogomania.com/Novice.aspx?pid=99"
"1541626240-3480","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Neverjeten preobrat Belgije v zadnjih sekundah","14","Kakšna drama na tekmi Japonska - Belgija! Japonci so s hitrima goloma sanjsko odprli drugi polčas, a so se Belgijci vrnili, izenačili, v zadnjih sekundah sodnikovega podaljška pa zadeli za četrtfinale!","","https://www.nogomania.com/Novice.aspx?pid=264"
"1541625418-1738","https://www.nogomania.com/Novice.aspx","Evropske lige","Porto z dvema enajstmetrovkama do točke","0","Porto je na gostovanju pri Schalkeju iztržil remi (1:1), pri čemer je domači vratar Ralf Fahrmann v prvem polčasu ubranil enajstmetrovko Alexu Tellesu. Iker Casillas zaigral v 20. sezoni lige prvakov zapovrstjo.","","https://www.nogomania.com/Novice.aspx?pid=112"
"1541625893-2725","https://www.nogomania.com/Novice.aspx","Evropske lige","Video: Na Kouterja bi bil ponosen tudi Ronaldinho","13","Oglejte si spektakularen zadetek nogometaša Mure Nina Kouterja, ki je zabil zadnji gol Mure proti Domžalam in pri tem demonstriral vrhunsko tehnično znanje. Gol je dosegel s t.i. rabono!","","https://www.nogomania.com/Novice.aspx?pid=198"
"1541625982-2928","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Bonucci v Juventus? Res se dogaja","31","Generalni direktor Juventusa Beppe Marotta je javno priznal, da je branilec Leonardo Bonucci eno leto po prestopu v AC Milan izrazil željo po povratku v Juventus. Stara dama mu to želi omogočiti.","","https://www.nogomania.com/Novice.aspx?pid=216"
"1541625374-1648","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Usoda F&B Acrobatics visi v zraku","0","Na družbenih omrežjih se je razširila novica, da je med Filipom in Blažem izbruhnil spor, ki ga slavna akrobata še podpihujeta s tem, da zanju povsem neznačilno ne dajeta izjav. V igro se bo vmešal Snickers. Kako, boste izvedeli kmalu.","","https://www.nogomania.com/Novice.aspx?pid=104"
"1541626372-3755","https://www.nogomania.com/Novice.aspx","Evropske lige","Funes Mori iz Anglije v Španijo","1","Argentinski branilec Ramiro Funes Mori je zapustil vrste angleškega Evertona ter podpisal štiriletnop pogodbo s španskim prvoligašem Villarrealom.","","https://www.nogomania.com/Novice.aspx?pid=288"
"1541625313-1497","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Lupeta Olimpijo rešil poraza","64","Stožice so spremljale napeto tekmo med Olimpijo in Gorico, ki je dvakrat vodila, Ljubljančani so zakockali obilo priložnosti, na koncu pa sta se ekipi razšli z izidom 2:2. Grd trk Sorčana in Lipuščka.","","https://www.nogomania.com/Novice.aspx?pid=91"
"1541625590-2094","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Video: Nova mojstrovina Dina Hotića","2","Vezist Maribora Dino Hotić je dobro formo potrdil z novim mojstrskim zadetkom.  Oglejte si njegov izjemen strel  z razdalje ob zmagi Maribora v Kranju s 5:1.","","https://www.nogomania.com/Novice.aspx?pid=143"
"1541625749-2428","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Mbappe: Dva gola in kup trikov","11","Kylian Mbappe je sinoči v Guingampu svojega soigralca Neymarja zasenčil tako po učinkovitosti, kakor tudi po atraktivnosti. Oglejte si nekaj njegovih najlepših potez na tekmi.","","https://www.nogomania.com/Novice.aspx?pid=172"
"1541626047-3062","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Rudar z 10:0 v drugi krog","0","Rudar iz Velenja je tudi na povratni tekmi visoko s 3:0 premagal Tre Fiori iz San Marina ter v drugi krog napredoval s skupnim iizidom 10:0. V drugem krogu ga čaka slovita Steaua iz Bukarešte.","","https://www.nogomania.com/Novice.aspx?pid=228"
"1541624993-853","https://www.nogomania.com/Novice.aspx","Evropske lige","Mourinho o Realu in Ronaldu","2","Jose Mourinho preživlja zahtevno obdobje pri Manchester Unitedu, a so ga španski mediji v zadnjih dneh kljub temu povezovali s senzacionalno vrnitvijo na klop madridskega Reala. Zdaj se je odzval tudi sam.","","https://www.nogomania.com/Novice.aspx?pid=34"
"1541626186-3373","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Kritizirali ste me, zdaj sem vam dokazal","5","Odlični belgijski vratar Thibaut Courtois ni pozabil na kritike, ki jih je bil deležen skozi sezono. Po super obrambah proti Braziliji je mnenja, da mu je uspelo dokazati svojo kakovost.","","https://www.nogomania.com/Novice.aspx?pid=255"
"1541625629-2172","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Upokojil se je Clint Dempsey","0","Eden najboljših ameriških nogometašev Clint Dempsey je končal svojo nogometno kariero. Poslavlja se pri petintridesetih. Leta 2010 je na SP v Južni Afriki igral proti Sloveniji.","","https://www.nogomania.com/Novice.aspx?pid=150"
"1541625977-2923","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Newcastle pripeljal Schara","0","Švicarski reprezentančni branilec Fabian Schar se bo prvič v karieri preizkusil v angleški Premier League. Podpisal je triletno pogodbo z Newcastlom.","","https://www.nogomania.com/Novice.aspx?pid=215"
"1541625104-1144","https://www.nogomania.com/Novice.aspx","Evropske lige","""Blizu Milana, a želel je zaključiti pri Juventusu""","1","Stefano Marchisio ni le oče Claudia, pač pa tudi njegov zastopnik. Razkril je, da je bil njegov sin blizu prestopa v Milan, a je kariero na vsak način želel skleniti v njemu ljubem Juventusu.","","https://www.nogomania.com/Novice.aspx?pid=60"
"1541625577-2074","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Stojanović z Levskim do pete zaporedne zmage","0","Nekdanji selektor Slovenije Slaviša Stojanović je silovito začel na klopi bolgarskega titana Levskega in dobil prav vseh pet tekem, ki jih je doslej odigral.","","https://www.nogomania.com/Novice.aspx?pid=141"
"1541625027-943","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Najboljši igralec lige narodov je Srb","0","Navijači so na uradnem tviter profilu lige narodov izbirali najboljšega posameznika tekmovanja po prvih štirih krogih, v močni konkurenci pa je skoraj polovico glasov prejel reprezentant Srbije.","","https://www.nogomania.com/Novice.aspx?pid=42"
"1541625116-1175","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Ronaldova mama poziva k podpori","33","Dolores Aveiro, mama Cristiana Ronalda, je ob pomoči Ronaldove sestre Katie na socialnih omrežjih zagnala kampanjo v podporo zvezdniku Juventusa. ""To je borba za pravico.""","","https://www.nogomania.com/Novice.aspx?pid=62"
